chromosome_id,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,125_71YR_F,126_75YR_M,127_78YR_M,128_80YR_F,129_94YR_M,130_89YR_M,131_87YR_M,132_90YR_M,133_89YR_M,134_86YR_M,135_92YR_M,136_87YR_M,14_1YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,15_12YR_M,160_26YR_F,162_21YR_M,163_67YR_F,164_67YR_F,165_68YR_M,166_82YR_F,167_66YR_M,168_68YR_M,169_70YR_M,16_24YR_F,170_69YR_M,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,44_61YR_M,45_62YR_F,46_62YR_F,47_63YR_M,48_64YR_M,49_66YR_M,50_67YR_M,51_67YR_M,52_68YR_M,53_68YR_M,54_69YR_M,55_69YR_F,56_83YR_M,57_83YR_M,58_83YR_M,59_84YR_F,60_84YR_M,61_84YR_F,62_84YR_M,63_84YR_M,64_84YR_M,65_84YR_M,66_86YR_M,67_86YR_M,68_86YR_M,69_87YR_F,70_87YR_M,71_87YR_M,72_87YR_M,73_88YR_M,74_89YR_M,75_90YR_M,76_91YR_M,77_92YR_F,78_96YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M
0,0.0,0.11555574482832347,0.1095557676333465,0.10656642456478545,0.09908256414033452,0.07628025715768487,0.09734107230155414,0.096938089149703,0.09035929620610247,0.1077785339877033,0.10527005927998268,0.1036268560129828,0.08810734924459034,0.08479324802811314,0.07786373039217157,0.10467562546821445,0.1036254120309473,0.10323094180669459,0.0891304303580765,0.10473367224745495,0.11561720092168537,0.10278781416005879,0.10779490761963827,0.11383136119339227,0.08316679089686982,0.14930435425265476,0.13490003911354836,0.15114254298921376,0.15291426136597194,0.15912663722719061,0.18605488789633637,0.16263080397261173,0.15949736070476386,0.12124642183001351,0.09919168107101788,0.0832527495132224,0.10960303790388419,0.08635385734230061,0.10068290941226078,0.11581444368652036,0.08931107871850859,0.08308322595121233,0.2594907968032012,0.15636852532132875,0.14059794652883198,0.08796428042031641,0.0965930945136447,0.12872475759433083,0.116799646793069,0.09982327371168866,0.08485373334327433,0.10957001414387302,0.10400970431604069,0.10545472064717804,0.12558824341921285,0.15667513597834212,0.10063659991877064,0.13874405098454712,0.11855593391072274,0.10607764140776528,0.13754595832674524,0.14052343011296037,0.09009911971278721,0.12708580486093018,0.09124407790375426,0.09507100287465843,0.13247927591286304,0.09977320321827605,0.07857504742215979,0.08911300232207704,0.07440562900770827,0.13761259153061295,0.12027418684941167,0.12243046354170056,0.11814501236193622,0.11527218243566324,0.110743715886413,0.09658100481560966,0.12616876300304908,0.10045769534960869,0.09547583596916366,0.10203935606625848,0.10534800275607724,0.10839823459183939,0.10606473447270998,0.09715049396617617,0.12069356085699459,0.1000328331959722,0.11022175335294587,0.11763428951087404,0.10017943230054555,0.09312486459932215,0.09403595748779311,0.15015037821794602,0.16070424717182966,0.11462419795861443,0.08976361369380047,0.09812283893732643,0.12088998965645331,0.10038384188403984,0.15439851247069158,0.16881487014493943,0.16374562114187927,0.1584963200343082,0.1924505521976175,0.17125096067208503,0.15895040174985492,0.1077805854639971,0.14236655776111268,0.17364234741040438,0.1480333155633777,0.18154807749910024,0.16978755789467326,0.09876493783827046,0.08501774358769647,0.0936358684246354,0.105120112837202,0.2032868104843418,0.09826157524018132,0.097167534271879,0.1092143145580206,0.126750447859656,0.13983216938139006,0.09104508578838509,0.10724849454552261,0.09047582266291643,0.12405225908356929,0.10395367016623268,0.09261102143367168,0.08075578750760495,0.0922253264014708,0.11829288159806843,0.06677639360628664
1,0.11555574482832347,0.0,0.07898966708933446,0.0935941984014401,0.1008284213781415,0.10107214274044976,0.08070711864489537,0.1079707480105161,0.1113626690980777,0.10786757592199883,0.10587069121568955,0.12008644721263836,0.11388447979054703,0.1130864041005089,0.10299311403984168,0.10962864010600465,0.09705020101243331,0.10609380648052269,0.1511918606625465,0.11413797555191688,0.09832743018253541,0.12404712128873038,0.11815795260093581,0.1092633865841574,0.08152213587986162,0.17010526412446036,0.1595470236872306,0.16620764106036479,0.1847261707313562,0.18173247766069717,0.20466792694742172,0.18959365401185196,0.18328825046058891,0.17617930663875772,0.12510782920472427,0.10555068589693287,0.09043063681303015,0.0996559079110366,0.13082589759736063,0.1224255692563053,0.12191321671883516,0.11591317621862222,0.2705021077143633,0.17965591106752035,0.1425104374491003,0.10107927529825644,0.08240035789072414,0.15207219140051983,0.12705156079234478,0.10508203476569436,0.11137030706280246,0.10730576761704795,0.10600489716675661,0.10589442635884945,0.13203403831565846,0.1469055698086695,0.10654704967888469,0.16954360837760946,0.11905896610693065,0.10987396988642681,0.1357314222190706,0.13392763495785373,0.10611832744179286,0.12784000862942252,0.1147018472702626,0.10928142987618888,0.1621204748023367,0.11704035055079544,0.10145099165422494,0.1263226921821938,0.12821248447369593,0.16151407238030407,0.12742023946292225,0.12421475718909962,0.13102789906857132,0.12516819552970157,0.11095796108573358,0.11662171736120457,0.10855559567259399,0.13580612307504794,0.10382810560857898,0.13704656775743154,0.14001498291933923,0.09022245594097202,0.10398482012688579,0.10796336414990625,0.12686014161472278,0.10125462964443965,0.1270255690215028,0.14572197894381392,0.10616742493584931,0.11123271493570007,0.10292531898400867,0.11973155527109537,0.1390303945656626,0.12488489582978804,0.0935650586959445,0.11050460510406278,0.10667562537219866,0.10748804466740527,0.14317132209233474,0.17873669571684972,0.15761933090612196,0.13368710474022524,0.18182698365902852,0.15538166533038247,0.14708746680214327,0.09175659691171545,0.14380994220219803,0.1856024104612932,0.13128605781750344,0.1799590911052845,0.16302781207565978,0.14425630188664537,0.09832796171509744,0.12686983801327897,0.10395727538572797,0.2350625759777407,0.12930427515483445,0.13993983884035485,0.1267572194965843,0.12146490711318812,0.14217757733625333,0.133936591978418,0.12496898465164205,0.1234621818891392,0.13653612449403738,0.09291713182782817,0.09199222545397155,0.11479717215965927,0.10695416874581408,0.1263185763433156,0.14343441953621475
2,0.1095557676333465,0.07898966708933446,0.0,0.0682325532935529,0.10489498716979999,0.11247905909950325,0.07975041880838106,0.12664535703247143,0.10802141822856338,0.07851490237975582,0.0887868280830793,0.10401673656397487,0.09468356108536626,0.09752969079334704,0.08726556440869562,0.12829162371110278,0.08461277522298585,0.09449289447060664,0.1416421399782778,0.1004641258775698,0.10499125329225674,0.11517831605237833,0.11246911040825688,0.09511763651927942,0.0829890136588196,0.15820380721399357,0.14374594512428268,0.16189452277541194,0.1778498187760183,0.1762436964216014,0.19911201684934493,0.1814173721819547,0.17883179396201102,0.14546714143233752,0.10013069888854792,0.09802734353972403,0.10913713559472812,0.0838397769661154,0.1167461486932937,0.09804469472318501,0.13060561707230584,0.1083938610954075,0.26092516405925076,0.16716052156333816,0.1536298545029574,0.08395589267333951,0.08074764026480827,0.14514091029561016,0.13247191439494482,0.07984072670901621,0.09495769816648401,0.09954375950798827,0.0951117112610772,0.09230149320220557,0.1135353706611633,0.1420935700686104,0.09009420130870749,0.14793675055089056,0.09467521541810099,0.0897214495881856,0.12434235363283036,0.11266821541558776,0.09313103930321542,0.10582349782086212,0.0977394230865078,0.08821628239145296,0.15183975169753292,0.1021849384578903,0.07881242410165645,0.09616642040289655,0.1098947749502423,0.1573258730664606,0.10255158159580689,0.10862122788619487,0.11474660008852915,0.11320731876500932,0.10188321354614036,0.09974598496704332,0.09486438586941634,0.11182419526564993,0.09441783920291329,0.11371685919302074,0.12655664305696374,0.08131577989071088,0.08766190517341876,0.08558048149107109,0.11450766455854694,0.08635822275238347,0.11117367840644567,0.12524894349134869,0.09915214620312197,0.09241722134561209,0.08129375541433528,0.11336208869668622,0.13262907091622078,0.10473950330103567,0.08412329486344702,0.08706164494785122,0.09628371065629393,0.0860715500565258,0.1424899668540135,0.17384152984511442,0.15308997676100553,0.12423164409705834,0.16538020361667452,0.13884343348780853,0.1439361333520862,0.085348804313356,0.14134370856422168,0.19453731391609114,0.12309415877465651,0.17271933933904374,0.18079056012612305,0.12664432212376842,0.10158713641479053,0.10903561337636714,0.08562529160962538,0.21673355131605884,0.11461989612804004,0.11942882656436929,0.10737749767953496,0.12891693061149068,0.14725534097010112,0.12484045675134228,0.11405712934337815,0.10875213172650705,0.12160169878270503,0.08505089501448185,0.0879416199738308,0.09797781656876914,0.10692888187111883,0.12222451973580947,0.13271968030903286
3,0.10656642456478545,0.0935941984014401,0.0682325532935529,0.0,0.09422838030758442,0.11805119796507231,0.08630399401448058,0.12683303211280325,0.10847384093544166,0.08838076854914703,0.08535384454448103,0.08984358178150537,0.09975525067852344,0.08009261019305174,0.08476023124143721,0.12393350047319432,0.08823414980034715,0.08853282787670844,0.12795082737609903,0.1009663084044006,0.09453262362163593,0.09611904023119189,0.10558421924609654,0.0834213511939582,0.08133219938923152,0.16333311915479365,0.15511424148732422,0.166206253706073,0.182795638981409,0.18480286237610666,0.19517101295687783,0.19052987549345943,0.1835355783164709,0.14684707619067117,0.0935862709503007,0.09627601826325498,0.10151206843427946,0.07633055050593729,0.09735868479494593,0.09155542241172547,0.13129913555454834,0.09652508445715306,0.2632071692618518,0.16789997468393789,0.15306674909188858,0.0768385646466423,0.08505236181611639,0.13444978699763102,0.12347104879489819,0.09314580319082713,0.09421105231176126,0.10374487170208493,0.0950482120403619,0.0910122429322141,0.11923743440701512,0.14806405505572828,0.08332613453145701,0.14513606180337443,0.10326010902333387,0.09262783753290121,0.1218059557912552,0.12238540254190187,0.09701454958135358,0.1006580421877313,0.09738044058135296,0.09393552731220087,0.13337582562544437,0.10605424892761048,0.0793676893671306,0.09484830942460926,0.12095620445291139,0.1304146260248011,0.106090828933744,0.11584450587432606,0.1151245327477811,0.11193944830563403,0.10620600872759585,0.1042352944069424,0.0921334023696505,0.1201590300433819,0.09937905819614377,0.1222198054554111,0.11451376708948317,0.0805568342717471,0.09814008135450064,0.09413060703417832,0.1264240252141604,0.08276130434172799,0.10171632247129897,0.1204872868136967,0.11205603469633532,0.11232530577504342,0.09691186569680246,0.12822778169895785,0.12719706515493137,0.12045236964140012,0.09757759004464849,0.10557429997021578,0.0842069517161442,0.09904123678043632,0.13741451251507367,0.17810686901440181,0.16502229613313568,0.13230479533110945,0.16687765617933115,0.13878454478306973,0.1593528982276933,0.07748100558532706,0.14291824458636218,0.20470827502864578,0.133325529034959,0.1816687792771744,0.16685763138831128,0.1394887020850783,0.10912924745230469,0.1102652091825714,0.086552076295785,0.21487266846668768,0.11308293934447272,0.12423698829326525,0.0923658773983514,0.12258065365781792,0.1385765964335318,0.13041000745101916,0.10987400071359885,0.11334921394177766,0.09613135143713501,0.08840752838396967,0.08754838164297032,0.09823883284487676,0.10736368646883555,0.12077905475010323,0.13431578964470856
4,0.09908256414033452,0.1008284213781415,0.10489498716979999,0.09422838030758442,0.0,0.10006974332657677,0.07599830998681095,0.0966643968589401,0.09794295043891613,0.11162009413080533,0.11009029650376473,0.07275820786827661,0.0841506663530135,0.07606898796870455,0.10506185001906956,0.11193924438360027,0.12348539317835477,0.0662551459446751,0.1310111587185185,0.10289871046312511,0.09169074065102817,0.1132956279676002,0.10333157030329082,0.09472042394367156,0.10539206269627518,0.16492424939149986,0.1681547678544393,0.16971235242496363,0.17903004625829555,0.19189229577473174,0.20529918042012682,0.18345464524203475,0.18130983949142365,0.13688627857737143,0.09454628317015795,0.09410077616942879,0.083531104030936,0.08207846948504825,0.09520974283429048,0.13234331303249638,0.12190093339304076,0.08179929820994465,0.2549072845787291,0.1626014941331076,0.15320269314017357,0.0843798410238607,0.08595557449266263,0.12622589364772904,0.12047256397842741,0.11315530481121713,0.10260377365895434,0.10696502550210678,0.11186025226568681,0.1101179964075991,0.13427889950905844,0.15787081384080287,0.10421706259588776,0.14529073561293346,0.12095140690923299,0.11521747085611757,0.14147868890797663,0.14309878055124614,0.12314507217764042,0.14112308802791068,0.10881536414468142,0.11988291420449844,0.14614213315370442,0.12306297244673399,0.10101913056406914,0.1086303119410921,0.11431388314503035,0.14206509827974784,0.12919623620105963,0.1280668372571812,0.1287091069855679,0.1506918708714506,0.12086470498746582,0.10597756202120864,0.1267557594329228,0.1197709387391975,0.11028651024353765,0.12356030083904022,0.13568873485455588,0.11207733890758571,0.11746133153399173,0.11089705976342829,0.12730383691039227,0.10610689068687743,0.1294334763663527,0.12515502255470837,0.11224368480105536,0.11944860361305538,0.11617096456449007,0.15199673175514172,0.14370168721500945,0.13042394031527432,0.10677576436477826,0.1102061024226331,0.1187281238762258,0.11440010679302594,0.14850390661385846,0.16666869185035268,0.16486257140525026,0.1569052063594318,0.1918233961758618,0.16689116550299096,0.15808890479219845,0.11793707395053463,0.1351914045171323,0.1784571992970468,0.1444220569415975,0.17561703336516807,0.14880367710261858,0.1364868080634453,0.10399362157816626,0.1166579391895239,0.0897859432310884,0.21816357012464466,0.0904648167107501,0.10765831999499015,0.09568132449835104,0.12519293326509806,0.12351996833885877,0.12597433390897053,0.10399575348576086,0.0893764761778069,0.11884627134604625,0.11612180243631545,0.08247920992579276,0.07918294046773042,0.06621424647695302,0.1261521756584673,0.11775679764496486
5,0.07628025715768487,0.10107214274044976,0.11247905909950325,0.11805119796507231,0.10006974332657677,0.0,0.09695893132724148,0.08605296028293422,0.09172907117812144,0.11241082379085862,0.11487345943005071,0.12320727578465299,0.10145591859420966,0.10302796608142924,0.09263604867840022,0.10388202081503692,0.10976769678724031,0.10807097053303646,0.11825901277219016,0.1168582420126899,0.1127402556404454,0.11370557435927889,0.11516569946840084,0.11097229579296783,0.08480714450429166,0.163762837395649,0.1499423164402676,0.15552838885454054,0.17142952479844076,0.15599261482386695,0.1947231106486334,0.16721476744092764,0.17134030359913893,0.12961883550679631,0.1239392551689038,0.09300787031898419,0.10949035187899049,0.10869576562169357,0.1266187180862774,0.13513245838363747,0.0999888054150471,0.09201401656420584,0.2670615157267761,0.16309970545698124,0.14057527009683748,0.09688417559722452,0.10146993154400796,0.14816046382459674,0.11797713396357022,0.11041127064806007,0.09767331456754783,0.10150600025268776,0.10897298327840638,0.10530591841106439,0.13192801735187953,0.1574373591237268,0.10867334458661226,0.1555972727458337,0.11090320584304271,0.11628289249340414,0.13620980364083457,0.1437527485360191,0.10147287689631673,0.13186603116896004,0.09591924191653678,0.10036625296816293,0.14967269592223797,0.10180457459478173,0.08967960062924037,0.10456501707230148,0.07686948733558213,0.1507580144646901,0.12701608750068863,0.12432419978845691,0.12546839291563827,0.1244328443367263,0.11259474651746201,0.10649074894973992,0.1280324570371436,0.11142361493374243,0.09866740227282124,0.10574654994019296,0.12384089837340168,0.11353028686622213,0.10490656059170363,0.09663264079098409,0.10755169727095802,0.10055955573047584,0.11941836921798571,0.12103065013490698,0.09230286478932163,0.09862947199188403,0.09535783534269662,0.13222428717600043,0.1467914993978009,0.11239966484337152,0.08735749720194738,0.09597279086553556,0.12658010492280536,0.1034114991434036,0.15361772452547753,0.16927610285335581,0.161387643518148,0.1611772116868146,0.20716514959170015,0.17453263533454083,0.15616975381695367,0.11592838513045088,0.1460681482479935,0.16524191918895478,0.14574638840595655,0.1842939520319556,0.17161180533529716,0.09919003866011845,0.08132734016142885,0.09367797762998416,0.10694845528688134,0.2242188453900708,0.1141056223482761,0.11007508478613225,0.12038619230511531,0.12276689439252378,0.14004538170841105,0.1018491330050017,0.11328242658429467,0.10039209099328053,0.13706671797581912,0.11009129717421334,0.10625689733869965,0.0947228939901716,0.0920519171855822,0.1171989118607218,0.09485145339247499
6,0.09734107230155414,0.08070711864489537,0.07975041880838106,0.08630399401448058,0.07599830998681095,0.09695893132724148,0.0,0.09655721405717722,0.09141262872047182,0.09026235411197957,0.10727520688924519,0.09455035210352863,0.07665661819713432,0.0872290082619134,0.0959611426378892,0.12468470442116657,0.10378978695363887,0.09095189058353695,0.13894069901407577,0.10643401547419588,0.10592796768192528,0.12605270374164868,0.11139729222972593,0.09997670292723072,0.07792029611034021,0.16279992818093741,0.16217282298485294,0.17619106540393517,0.1880182561860501,0.18828011722459478,0.20772028057899278,0.19452059647079456,0.19410739942915067,0.1354248403907647,0.08835314191454255,0.08394250372377536,0.08133948853719328,0.07304760640609448,0.12301910217758298,0.11134317896799023,0.12726634197798511,0.09404763158675644,0.2758386007541476,0.17253614262811878,0.1606329397854852,0.08829827469630784,0.06535745327328624,0.1450976255958698,0.13402462545816804,0.0809889705585502,0.09032394760899638,0.08693979079328484,0.10090415805014773,0.09186485089873432,0.10137273936403413,0.14402725966647922,0.09408970306841123,0.15189934425854656,0.0972433599631518,0.09018938988636666,0.121824120402474,0.118088845330824,0.09923103452706228,0.12465684850528355,0.10639464994716682,0.08988524712627777,0.16274242904257347,0.12283167780330181,0.0779785665995168,0.09786538501045186,0.11324633467819993,0.16018123007341867,0.09736282551065437,0.10252971159446046,0.10098896610312406,0.13359043701513507,0.08614323073931855,0.08897113376056119,0.10010493887432106,0.10637470630829116,0.08105660128241031,0.10345879357147973,0.14049695345034796,0.09183632580825847,0.08130345525304274,0.08585057688652606,0.08749405168471389,0.08086193505938058,0.126308011902021,0.12450849358280969,0.08983181591897389,0.09686534232250614,0.08747237542523333,0.12318328724459598,0.12478694461963005,0.09308991582454139,0.08926552709103752,0.08099969303552164,0.10880616450441655,0.09015959830274055,0.1430309097398113,0.17240677890761183,0.1593519309273639,0.13501862151399124,0.1699353878211096,0.15286806281796267,0.14926235973323654,0.1045490829538854,0.1460578059210754,0.19286972853998638,0.12353795719354352,0.17617129993257433,0.17896693185531617,0.11079168041365253,0.09035433151396416,0.09433224528457883,0.07053641112185316,0.21802601038084785,0.09335699534365395,0.09262051857660471,0.10040514529865739,0.1373942017407153,0.1328146487630031,0.10938077175587374,0.10653558218035614,0.09543761273376278,0.1207699664916074,0.0876826501082254,0.0808218502086456,0.08324384850219274,0.07066870030270414,0.10074247127411978,0.11130800372025058
7,0.096938089149703,0.1079707480105161,0.12664535703247143,0.12683303211280325,0.0966643968589401,0.08605296028293422,0.09655721405717722,0.0,0.09138775581639605,0.11597760288704848,0.13556411865844742,0.12271739108921464,0.11104215515641927,0.10607721487655479,0.10852479697153018,0.10865233027784793,0.12077284164103373,0.10990198875193674,0.12494642650883891,0.10849302023088996,0.11477159294086867,0.12214935106591987,0.105616995934912,0.10987766681168797,0.10033625501548116,0.16499432587462848,0.16215375984019112,0.15329700991139708,0.16798962462595132,0.1587724692895807,0.1893949899630556,0.1630857989356933,0.16860443688768315,0.15243550667343347,0.14094296161211667,0.10162977463762932,0.11520043200864169,0.1189393470993574,0.13008915936947385,0.15511184915964488,0.10677159027243663,0.10589192863869795,0.2714865495376763,0.16577134172522423,0.1437033897415677,0.11494167648777338,0.11129593196386434,0.14813698420615445,0.11756037541324528,0.12947234443133693,0.11725460921926377,0.1159885633494079,0.1149562241799035,0.12096748243082671,0.14112881004146288,0.16377399514002078,0.11809984341470262,0.15882357223456972,0.13631569729813606,0.12419848708164322,0.14389594158064115,0.1527891766027404,0.12687585848915356,0.15718816366907443,0.11787341023559263,0.12288599584155985,0.153426052728287,0.11468913128968332,0.10671370058795762,0.11900303477213887,0.10612913197562307,0.1556875086026376,0.1449930193669404,0.14435917892799754,0.13499914394174778,0.14816553708614735,0.12510543005288888,0.11960491511233982,0.14178106233471768,0.13897666564166006,0.12067958052503194,0.1308772405897577,0.13569961491583302,0.12000526332093704,0.1205600651854496,0.11796042452136721,0.12986494386143532,0.11924292765045777,0.1411699043140408,0.13343980046516665,0.115976489372739,0.1257687817935004,0.12240517426248447,0.15545243470644685,0.1576123572251559,0.1288182087148551,0.10915713267542315,0.12007730283602389,0.14539265151818664,0.12869260956917378,0.1609020054927937,0.17653832239242376,0.1623813064608968,0.17494930956013263,0.2150832349241577,0.18449403614182028,0.16345938039686053,0.13023386947506005,0.15351832178763028,0.16323512783050062,0.15998474043372712,0.1833312439307805,0.16892982746361165,0.1528373169050511,0.10248432432522141,0.1270166267487452,0.12404473779381826,0.23186049119003158,0.11378544631802813,0.1325853762384107,0.12487872003353122,0.14161267949515202,0.15303844756268858,0.1410619737083546,0.11969469592284206,0.11643849272356521,0.14809350053400494,0.12965305137884392,0.11278035401296832,0.0999275290182346,0.08074443339238671,0.14778166064690634,0.1167105834559035
8,0.09035929620610247,0.1113626690980777,0.10802141822856338,0.10847384093544166,0.09794295043891613,0.09172907117812144,0.09141262872047182,0.09138775581639605,0.0,0.08800327719389486,0.11714188939597553,0.10518463824127201,0.07903582110834982,0.07933673509840963,0.08878783335399483,0.10752796807983604,0.10946881956353897,0.09310732961484285,0.11486627837822583,0.07986421423935001,0.1158993125200012,0.11120746502683587,0.08150466846397665,0.09163102249524098,0.09336768947033187,0.15074912560825585,0.1558678912817845,0.1613054411054916,0.16399811770561412,0.1647595479629686,0.18695532724985425,0.17122134381344484,0.17209612626731094,0.1438030038729206,0.11646314671638888,0.09564146258240322,0.11381246924489669,0.10572556755306248,0.11314543136385888,0.13438002505377963,0.10544754488389144,0.08007231707107267,0.2663561529100907,0.14360174936840828,0.14504467135857793,0.08636478281712849,0.10443433294952036,0.14552953723448728,0.10745967108338615,0.10310827705398484,0.09844876576793142,0.08588410721650144,0.09464918892490706,0.10198893371211393,0.11457422007093909,0.14482963367424995,0.09952786294572782,0.13563001044353196,0.11573182408432031,0.10232579390983763,0.12419408604994826,0.1262908532890629,0.1006770281579562,0.13334320493916738,0.09299835415477917,0.09360266720768314,0.13575074210064492,0.11077201186746433,0.08365472934180962,0.09409063126838081,0.09154665626504485,0.13620308583006094,0.115765152068038,0.10795614506582077,0.10671398554876121,0.13169360205070257,0.09933058060334816,0.08694630833612678,0.10999716944279779,0.10135344381175823,0.08823577529910899,0.09839648225633414,0.11608766445979535,0.10143066105717334,0.09090960763839853,0.08586654134226954,0.10097641058070791,0.08762287113066707,0.11742673367242361,0.09454607779466347,0.08784261843587939,0.11290363086554897,0.09709340129489587,0.14023316320624213,0.13577612370530454,0.11687956295692946,0.1051879463972499,0.1009989813442439,0.11708188584182931,0.11289077390456644,0.151014025447144,0.1593540703146671,0.1598310608111262,0.16752753926756392,0.18375896525587815,0.17216958296556695,0.16163413670486132,0.11699023493171813,0.14250410014259549,0.1707999611919642,0.14882506393792524,0.1724995257234253,0.16323484051395776,0.11923289576502126,0.07722180331351444,0.08726396285741558,0.08511606601442512,0.2171445427411389,0.07986930509764621,0.09257130828625444,0.08284620582966762,0.14803190348311343,0.12394625445684454,0.11884118339020851,0.09677981040516012,0.08658710674820805,0.11635977434094943,0.09246309850111673,0.0827267149205056,0.06631242847579749,0.07130186904517806,0.11252730322278325,0.11048826165720808
9,0.1077785339877033,0.10786757592199883,0.07851490237975582,0.08838076854914703,0.11162009413080533,0.11241082379085862,0.09026235411197957,0.11597760288704848,0.08800327719389486,0.0,0.08226340907387635,0.1030872092768323,0.08744799767775303,0.08467391795180917,0.08666660236801961,0.11659746936869984,0.09988636411729639,0.08645903461186322,0.1289181099364824,0.0804923278160305,0.11946966790471385,0.11127447738741492,0.090261984751884,0.09148546664607332,0.07856012338090392,0.1660276821962665,0.1610522031733924,0.1694697030686506,0.16718363699993152,0.1783709096565421,0.19443216157408671,0.18452202956167482,0.17559278859544733,0.1439012645380733,0.09312900374748452,0.09743478137212438,0.11922090805682233,0.09407218731081889,0.11401169380136845,0.1102970692761166,0.13223567745574843,0.10163846942496793,0.2598061823562897,0.15883026886200124,0.15725238907231304,0.06554612141943669,0.10191997667756997,0.14582887353202278,0.12363886088092967,0.08649675672503562,0.09156763457685503,0.10253955492403102,0.09482208495387782,0.08888101909151919,0.11101774542479519,0.14634099208366672,0.09133480317304521,0.13400399978019936,0.08908368142569793,0.07937499966548871,0.12219115513640634,0.11789141946679757,0.0963034114408077,0.112069834335771,0.09728678964931581,0.08144801938803829,0.13467515443202377,0.10494339164770368,0.07924517583476566,0.07902167587330117,0.10723542177147102,0.13513249882413342,0.09224763555752653,0.10190014001076125,0.10792464258639259,0.12013830788333797,0.0979927903189787,0.08779631731199901,0.09725421332255783,0.10300976798877995,0.09608833711062167,0.09377324101876669,0.11467744188040736,0.0895571999162513,0.09096217996997943,0.0699702255971651,0.1086524647700223,0.07678137591030072,0.11945232234790325,0.1194486890886487,0.09904780975366517,0.09739567063299108,0.07693500080822839,0.12219663220072922,0.13307042703505753,0.11116316996958055,0.09403984420555579,0.09233389488189006,0.10226223971336441,0.09740636619590438,0.1451566767675345,0.17857777742174144,0.15779120184037831,0.145879281953295,0.17702987245868834,0.15726693863102445,0.1603977901569764,0.09472674255024006,0.15199920904782718,0.20488450578959472,0.1438257493697396,0.1766245040820759,0.18787894389693466,0.12080292595453723,0.08884211419005544,0.08956674865225427,0.0826579448402664,0.2042217953015848,0.1003097270977912,0.10062243343094136,0.09220031994361871,0.13350419929057464,0.14938606128202386,0.13392022144426619,0.10617821880130446,0.08962503721826115,0.104028959936137,0.09036954132304428,0.08484127167396299,0.0842078019427456,0.09090942068447387,0.1210973053980807,0.12669334711105706
